0.703841771;-0.608225339
1.021776979;0.197293232
1.342744367;0.473737266
1.592390027;0.678740707
1.934091521;1.125192645
2.186125136;1.383111504
2.500413323;1.852851323
2.796135994;2.194523725
3.077732786;2.274551806
3.387613794;2.803321822
3.683336464;3.144994224
3.995934084;3.339514534
4.274800739;3.784853449
4.570496361;4.188648105
4.857911814;4.304739069
5.161971456;4.803658428
5.457710355;5.108057477
5.776527164;5.359652609
6.030625135;5.583053794
6.34491894;6.039891299
6.64064702;6.36913925
6.936388625;6.667326073
7.23211941;6.990361798
7.527850195;7.313397523
7.823578276;7.642645474
8.110991362;7.764172135
8.415050666;8.263868022
8.710770631;8.611752649
9.006496007;8.947212826
9.302226792;9.270248551
9.597944052;9.624345403
9.893636969;10.03435229
10.18936775;10.35738801
10.485131;10.60587703
10.78086719;10.9164883
11.07658716;11.26437293
11.37232335;11.57498421
11.66805143;11.90423216
11.9890599;12.08632802
12.25951841;12.53787916
12.55522215;12.92303714
12.85093941;13.27713399
13.14666479;13.61259416
13.44237934;13.97290324
13.76117528;14.27242126
14.010854;14.46278159
14.32955276;14.985496
14.62528625;15.3023195
14.92101163;15.63777967
15.21674512;15.95460317
15.5124759;16.2776389
15.80818775;16.6441602
16.08721518;16.72025996
16.39965473;17.2778072
16.69537741;17.6194796
16.99110549;17.94872755
17.28682545;18.29661218
17.58255353;18.62586013
17.87825456;19.01723033
18.14886472;19.12050858
18.46971884;19.65708956
18.7654361;20.01118641
19.06115065;20.37149549
19.35687873;20.70074344
19.65259059;21.06726474
19.9669362;21.40511424
20.22105559;21.57932962
20.53974237;22.1295553
20.83545963;22.48365215
21.13117689;22.83774901
21.42688604;23.21048254
21.72260871;23.55215494
22.01832056;23.91867624
22.31403241;24.28519754
22.60975237;24.63308217
22.90546963;24.98717902
23.20117608;25.36612478
23.49689875;25.70779718
23.79261601;26.06189403
24.08832245;26.44083979
24.38404512;26.78251219
24.67976238;27.13660904
24.99855388;27.44633285
25.2600158;27.78475123
25.56688982;28.25480963
25.86259085;28.64617983
26.15829729;29.02512559
26.45400103;29.41028357
26.74971017;29.7830171
27.04541391;30.16817508
27.34112035;30.54712083
27.63682138;30.93849104
27.93251971;31.33607347
28.22822885;31.708807
28.5239407;32.0753283
28.81963903;32.47291073
29.11534277;32.85806871
29.41104921;33.23701447
29.70675294;33.62217245
29.93525961;33.90068722
